CustomerID,actual_churn,predicted_churn,churn_probability,prediction_correct
54618,1,1,0.9547288846924036,True
54288,1,1,0.951982363407981,True
50936,1,1,0.9427705125664373,True
54023,1,1,0.9390320710474565,True
50339,1,1,0.937522007115806,True
52077,1,1,0.9339743986105198,True
53751,1,1,0.9321143915105365,True
50607,1,1,0.9275563061178205,True
51215,1,1,0.9255153280141619,True
51012,1,1,0.9181951948353065,True
52343,1,1,0.9168785583949766,True
50329,1,1,0.9153504899110102,True
52721,1,1,0.9140199315019646,True
52582,1,1,0.9100150602174039,True
50933,1,1,0.906471642119788,True
55434,1,1,0.90547258854136,True
55314,1,1,0.9035029017414757,True
54870,1,1,0.902291326054707,True
50438,1,1,0.900674927758812,True
55347,1,1,0.8989535329707898,True
51510,0,1,0.8975646934493904,False
50199,1,1,0.8953016775438895,True
50808,1,1,0.8952320298403564,True
51517,1,1,0.8949236518830898,True
50718,1,1,0.8890021106207489,True
52094,1,1,0.8882006314058323,True
50944,1,1,0.88687098696089,True
52353,1,1,0.8847040415996965,True
54263,1,1,0.8842668008523925,True
51312,0,1,0.883425748337528,False
54127,0,1,0.8814673895857114,False
50013,1,1,0.8800670051534729,True
50014,1,1,0.8790966430713572,True
51038,1,1,0.8780850913174458,True
51803,1,1,0.8777666180095731,True
52126,1,1,0.8759269254503326,True
51133,1,1,0.875760910772362,True
53069,1,1,0.8747817380184749,True
55271,1,1,0.8737091033453933,True
54990,1,1,0.8722508844218555,True
54750,1,1,0.8719970552415675,True
53009,0,1,0.8718995435903786,False
55362,1,1,0.871085395612242,True
50355,1,1,0.8707235040182556,True
51457,1,1,0.8699788859986632,True
52423,1,1,0.8697902992640604,True
52920,1,1,0.8697149887803102,True
54923,1,1,0.8694203349268159,True
50569,1,1,0.8676463487923357,True
54806,1,1,0.863009514726135,True
51157,1,1,0.8582469257609051,True
53580,0,1,0.8582404913783125,False
54817,1,1,0.8571267958324124,True
51473,1,1,0.855270866958957,True
55173,1,1,0.8537260893205024,True
51516,0,1,0.8497739552880749,False
53727,1,1,0.8487370522169129,True
53749,1,1,0.8476673470418734,True
55229,1,1,0.8440797635058682,True
53698,1,1,0.8416519561445215,True
53671,1,1,0.8399414179727528,True
54400,1,1,0.8365586730977884,True
54454,1,1,0.8362278878441772,True
54601,1,1,0.8360095373104864,True
54040,0,1,0.8344231405509597,False
50861,1,1,0.8339638683704186,True
51585,1,1,0.8329566212809286,True
52788,1,1,0.832327699362023,True
53305,1,1,0.832084387832329,True
53196,0,1,0.8308626343568283,False
51348,1,1,0.829680671225167,True
52617,1,1,0.829467540757858,True
54293,1,1,0.8294178102609423,True
52741,1,1,0.8277218731828253,True
53126,1,1,0.827234056652861,True
52483,0,1,0.8269015661616989,False
51043,1,1,0.8240831978726826,True
54497,1,1,0.8238957182425761,True
55398,1,1,0.8209448883299946,True
50297,1,1,0.8158744954875331,True
54104,0,1,0.8154980415332217,False
52513,1,1,0.8154224991604647,True
50261,1,1,0.8147468461780057,True
51318,1,1,0.8116121449443944,True
50474,1,1,0.8077918141160884,True
50768,1,1,0.8067416673298723,True
55177,1,1,0.8059120997577394,True
53707,1,1,0.8059120997577394,True
52098,1,1,0.8048382902905107,True
50140,1,1,0.8016563852539216,True
53487,1,1,0.8007208958422904,True
53859,0,1,0.7998155012427469,False
55540,1,1,0.7996578535617391,True
53384,1,1,0.7995723423392438,True
54182,1,1,0.7995084721712402,True
50381,0,1,0.7978427267746554,False
50298,1,1,0.7905451320412428,True
53697,1,1,0.7889280470208112,True
54425,1,1,0.7870632105353229,True
51768,1,1,0.7860005813663331,True
54775,1,1,0.7856729187168214,True
51728,1,1,0.7848427719259974,True
50258,1,1,0.7848427719259974,True
52992,0,1,0.783124938244013,False
54957,1,1,0.7787362857394541,True
52950,1,1,0.7773819772958805,True
53676,1,1,0.7764378211072165,True
51932,0,1,0.7745032164461605,False
53165,0,1,0.7737683705958485,False
55625,0,1,0.7664481375901637,False
54893,1,1,0.7574801987408601,True
54913,1,1,0.7566986817933723,True
53397,1,1,0.7544100487587221,True
55222,0,1,0.7525313962723246,False
53277,0,1,0.7495306706924042,False
53527,1,1,0.7473855369139577,True
51214,1,1,0.7472223689333064,True
54953,1,1,0.7461822196046616,True
50332,0,1,0.7448491207360162,False
53112,1,1,0.7402334854929689,True
54203,1,1,0.7386161852794457,True
55217,1,1,0.7316501292729886,True
55499,1,1,0.7304011536539118,True
55473,1,1,0.7301003483677411,True
51389,0,1,0.7290696219391911,False
50196,0,1,0.7259237195286272,False
54637,0,1,0.7253069772580478,False
55182,1,1,0.7236404596191519,True
52456,1,1,0.7225533664457623,True
55107,1,1,0.7216341746237345,True
52187,0,1,0.7210910472671955,False
53532,0,1,0.7202386413473916,False
54202,0,1,0.7196434779241523,False
55451,1,1,0.7191116320094654,True
50032,0,1,0.7189013317307574,False
50461,1,1,0.7178121559782198,True
50162,1,1,0.717764565206019,True
55407,1,1,0.7162253493871633,True
53937,1,1,0.7162253493871633,True
50582,1,1,0.7151717988640988,True
52052,1,1,0.7151717988640988,True
52584,0,1,0.7142838961592084,False
50112,1,1,0.7138771187903551,True
52009,1,1,0.712438842471582,True
52123,1,1,0.7100557145489452,True
53289,1,1,0.7100102494593888,True
52199,0,1,0.7069504314304206,False
54759,1,1,0.7062100285524717,True
53929,0,1,0.7012540880697192,False
50888,1,1,0.7005815099160544,True
50901,0,1,0.6977037257522989,False
53425,0,1,0.6957952025756633,False
54215,0,1,0.6949710959102211,False
50292,0,1,0.692505717089949,False
50510,0,1,0.6923219341053702,False
51582,1,1,0.6879377791646015,True
50416,1,1,0.6877902507409545,True
53666,1,1,0.686138710799005,True
53797,1,1,0.6860871667650269,True
51630,0,1,0.6860134436352738,False
54378,1,1,0.6812563558635467,True
51896,0,1,0.6811481495451349,False
54322,0,1,0.6794866713089686,False
51842,0,1,0.6786918731118855,False
55339,0,1,0.6773726571126758,False
53276,1,1,0.6773405009805188,True
50256,0,1,0.6721683763251878,False
50512,1,1,0.6669201102915566,True
55331,0,1,0.6665418161930127,False
52015,1,1,0.6657587821195612,True
53241,0,1,0.6640455529212602,False
53716,0,1,0.6634434831784455,False
51743,0,1,0.6616566231334744,False
50815,1,1,0.6615456239215206,True
53306,0,1,0.66077240689946,False
54630,1,1,0.6596141364178086,True
51173,1,1,0.6581307580996785,True
52349,0,1,0.6545222277708931,False
55200,1,1,0.6542186623190878,True
50008,1,1,0.6527799119673482,True
54746,1,1,0.6525040108001963,True
50080,1,1,0.6516700655459984,True
51677,0,1,0.6475176552249019,False
52184,1,1,0.6466469814795462,True
50959,1,1,0.6457542727386537,True
52202,0,1,0.6449085016040609,False
52550,1,1,0.6342688018000079,True
54366,1,1,0.6326527675257441,True
52001,0,1,0.6305035027034185,False
52732,0,1,0.6298229954079987,False
53600,0,1,0.6291002384548734,False
50078,0,1,0.6289896482512592,False
51548,0,1,0.6289896482512592,False
51984,0,1,0.6282740424410403,False
54077,0,1,0.6248536194407113,False
52748,0,1,0.6225799685728718,False
53256,0,1,0.6198843056084411,False
52891,0,1,0.6195317278914039,False
55332,1,1,0.6182324212726638,True
51844,0,1,0.61680632925732,False
51278,0,1,0.6164978521415371,False
51363,0,1,0.616127632002701,False
53840,0,1,0.6153908034228516,False
51299,0,1,0.6153651594872365,False
51309,0,1,0.6133206193602078,False
50058,1,1,0.6131581420161609,True
51528,1,1,0.6131581420161609,True
51550,1,1,0.6108796886270611,True
52977,1,1,0.6106577892407686,True
51480,0,1,0.6097823361836263,False
55409,0,1,0.6071127186167762,False
51124,0,1,0.6066283118934603,False
52594,0,1,0.6059555189693396,False
50536,1,1,0.6051409780188338,True
52006,1,1,0.6034629711911618,True
52203,1,1,0.6033000953832659,True
51964,0,1,0.6011777170270882,False
53329,0,1,0.6009082226203293,False
53415,0,1,0.5981446042494724,False
54994,0,1,0.5978681596749549,False
54885,0,1,0.5977809740654312,False
52174,1,1,0.5974462637104128,True
54940,1,1,0.5903265124813605,True
54962,1,1,0.5874272514780519,True
52576,0,1,0.5864273548422152,False
50744,0,1,0.5842463454095117,False
50765,0,1,0.5831606620551778,False
51552,0,1,0.5827456668117528,False
55063,0,1,0.5794822408653618,False
53161,0,1,0.5775422202553346,False
54098,0,1,0.5768241037119003,False
50655,1,1,0.5761075852530169,True
53601,0,1,0.5758757120877831,False
52235,0,1,0.5758450165566815,False
54930,0,1,0.574936767323725,False
50988,1,1,0.5715648913380964,True
55082,0,1,0.5701857732701504,False
55563,0,1,0.5681574898518575,False
52214,0,1,0.5665343690928588,False
53254,0,1,0.5630041547291564,False
50244,1,1,0.5620042885090204,True
54365,1,1,0.5615013580754589,True
55154,0,1,0.5545670829921069,False
52498,0,1,0.5508979392869098,False
55165,0,1,0.5503862233627195,False
52835,1,1,0.5503636677558528,True
52728,0,1,0.5488398177560407,False
51258,0,1,0.5485013547433341,False
55622,1,1,0.5474599678857427,True
50516,0,1,0.5458045931301752,False
52031,0,1,0.5456921848156202,False
55018,1,1,0.5446065344906539,True
54631,0,1,0.5441678468243731,False
50488,0,1,0.5416197445779092,False
55046,0,1,0.5399700003961488,False
52208,0,1,0.5380441213058714,False
53364,0,1,0.5376683640446005,False
51072,0,1,0.5339577167501386,False
52017,0,1,0.5336484320930075,False
51388,1,1,0.5324625219380845,True
54500,0,1,0.5317589674714227,False
50036,0,1,0.5288266615799523,False
54073,0,1,0.5285844588239494,False
51298,0,1,0.5237204819053028,False
54164,0,1,0.5226204268742877,False
52468,0,1,0.5215753359137419,False
52339,0,1,0.5204836473864778,False
51346,1,1,0.5181721144653622,True
55583,0,1,0.5169736197574369,False
50576,1,1,0.5120873491101232,True
52827,1,1,0.5118366387887122,True
52159,1,1,0.5116010030330894,True
51909,0,1,0.5038823170377152,False
50479,0,1,0.5030565000800652,False
54363,0,1,0.5014565005634792,False
51861,0,1,0.500828206666991,False
